,OPEID6L,INSTNM,CITY,STABBR,ZIP,MENONLY,WOMENONLY,ADM_RATE_ALL,SAT_AVG_ALL,HIGHDEG,HBCU,PBI,HSI,NANTI,CCUGPROF,CCSIZSET,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,COSTT4_A,AVGFACSAL,C150_4,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,FEMALE,MN_EARN_WNE_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,GT_THRESHOLD_P10,CONTROL,Number of Unique Majors Offered (Bachelors,Co-Ed
1323,5276.0,Central Maine Community College,Auburn,ME,04210-6498,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.7635,0.0886,0.0248,0.0087,14522.0,6520.0,,,,,,0.5502336449,35600,31200,40100,0.5413,,,True
1324,2039.0,Colby College,Waterville,ME,04901-8840,0.0,0.0,0.1027,1456.0,3,0.0,0.0,0.0,0.0,14.0,11.0,0.607,0.0469,0.0784,0.0923,73600.0,11579.0,0.9042,0.9228,0.9444,0.8929,0.8824,0.5679758308,71000,59600,85000,0.8632,"Private, nonprofit",2.0,True
1325,5277.0,Eastern Maine Community College,Bangor,ME,04401,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.8879,0.0109,0.0262,0.0109,15932.0,6723.0,,,,,,0.4924554184,36100,29700,41300,0.5714,,,True
1326,9826.0,Kennebec Valley Community College,Fairfield,ME,04937-1367,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.9064,0.0132,0.0277,0.0049,12651.0,6234.0,,,,,,0.632183908,32300,27900,44800,0.5,,,True
1327,23613.0,The Landing School,Arundel,ME,04046,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,1.0,0.8958,0.0208,0.0417,0.0,36834.0,5418.0,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
1328,6760.0,University of Maine at Augusta,Augusta,ME,04330-9410,0.0,0.0,,,3,0.0,0.0,0.0,0.0,5.0,9.0,0.8265,0.0296,0.0364,0.0065,16948.0,7339.0,0.1882,0.1802,,0.5,1.0,0.7263212977,30600,28600,36200,0.5502,,,True
1329,2040.0,University of Maine at Farmington,Farmington,ME,04938-9978,0.0,0.0,0.9461,,4,0.0,0.0,0.0,0.0,10.0,11.0,0.8767,0.0225,0.0298,0.0046,22802.0,7335.0,0.6,0.6111,0.5,0.25,1.0,0.6762589928,37500,33700,45300,0.5632,Public,4.0,True
1330,2041.0,University of Maine at Fort Kent,Fort Kent,ME,04743-1292,0.0,0.0,0.9983,,3,0.0,0.0,0.0,0.0,5.0,6.0,0.7285,0.0615,0.0336,0.0116,18521.0,6687.0,0.3906,0.3786,0.3333,0.0,,0.7434094903,37700,33100,43700,0.5517,Public,6.0,True
1331,2053.0,University of Maine at Machias,Machias,ME,04654-1397,0.0,0.0,0.9221,,3,0.0,0.0,0.0,0.0,7.0,7.0,0.7641,0.0282,0.0513,0.0026,18704.0,7256.0,0.2818,0.2874,0.0,0.6,,0.6479289941,29400,27700,33500,,"Private, for-profit",1.0,True
1332,2053.0,University of Maine,Orono,ME,04469,0.0,0.0,0.9221,,4,0.0,0.0,0.0,0.0,12.0,13.0,0.8321,0.0201,0.0474,0.0171,24581.0,10256.0,0.5646,0.5786,0.4407,0.4918,0.6176,0.482962963,48300,42100,54400,0.7531,"Private, for-profit",1.0,True
1333,2044.0,Maine Maritime Academy,Castine,ME,04420-0001,0.0,0.0,0.5214,1085.0,4,0.0,0.0,0.0,0.0,12.0,11.0,0.8173,0.0173,0.0411,0.0173,28208.0,12443.0,0.7425,0.7593,1.0,1.0,,0.1750547046,107200,57400,114900,0.8529,"Private, for-profit",1.0,True
1334,2033.0,University of Maine at Presque Isle,Presque Isle,ME,04769-2888,0.0,0.0,0.99,,3,0.0,0.0,0.0,0.0,11.0,7.0,0.8035,0.0285,0.0494,0.0077,17586.0,7499.0,0.3118,0.3161,0.3333,0.6,0.0,0.6387755102,35300,30900,41100,0.5738,"Private, nonprofit",1.0,True
1335,2050.0,University of New England,Biddeford,ME,04005-9599,0.0,0.0,0.8726,,4,0.0,0.0,0.0,0.0,12.0,14.0,0.88,0.0126,0.0122,0.0326,56844.0,8825.0,0.6126,0.6371,0.0,,0.5,0.7390681004,51000,49200,58200,0.7122,"Private, for-profit",27.0,True
1336,5760.0,Northern Maine Community College,Presque Isle,ME,04769-2016,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.8571,0.0226,0.032,0.0019,15968.0,6732.0,,,,,,0.4735682819,33600,27600,38500,0.4151,,,True
1337,9459.0,Empire Beauty School-Maine,Portland,ME,04101,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8165,0.057,0.0063,0.019,,,,,,,,0.9337641357,20200,PrivacySuppressed,PrivacySuppressed,0.3605,,,True
1338,11673.0,Maine College of Art & Design,Portland,ME,04101-3494,0.0,0.0,0.7026,,4,0.0,0.0,0.0,0.0,13.0,8.0,0.758,0.0293,0.0585,0.0239,51962.0,6127.0,0.521,0.5408,0.3333,0.4,0.5,0.7307692308,32800,31000,35400,,,,True
1339,2051.0,Saint Joseph's College of Maine,Standish,ME,04084-5236,0.0,0.0,0.8673,1081.0,4,0.0,0.0,0.0,0.0,6.0,10.0,0.2146,0.0078,0.0391,0.0043,52614.0,6365.0,0.5894,0.6143,,,0.3333,0.6390041494,47000,44200,51300,0.7561,"Private, nonprofit",13.0,True
1340,21044.0,Spa Tech Institute-Westbrook,Westbrook,ME,04092,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.9115,0.0265,0.0177,0.0354,,,,,,,,0.9116809117,27800,PrivacySuppressed,PrivacySuppressed,0.4082,,,True
1341,5525.0,Southern Maine Community College,South Portland,ME,04106-1698,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,3.0,0.7743,0.0926,0.0422,0.025,16251.0,7255.0,,,,,,0.5497891664,36500,32800,39900,0.5696,,,True
1342,2054.0,University of Southern Maine,Portland,ME,04103,0.0,0.0,0.8793,1062.0,4,0.0,0.0,0.0,0.0,7.0,12.0,0.7782,0.0767,0.0369,0.0257,19582.0,9290.0,0.3605,0.3657,0.3571,0.375,0.2632,0.6078147612,44400,41100,49400,0.7537,"Private, nonprofit",9.0,True
1343,2052.0,Thomas College,Waterville,ME,04901-5097,0.0,0.0,,,4,0.0,0.0,0.0,0.0,10.0,11.0,0.8468,0.0528,0.0145,0.0119,40911.0,7004.0,0.5045,0.5587,0.2857,0.0,,0.5017123288,43400,36100,49400,0.6774,"Private, for-profit",1.0,True
1344,6858.0,Unity College,New Gloucester,ME,04260,0.0,0.0,0.9977,,4,0.0,0.0,0.0,0.0,11.0,8.0,0.7458,0.0278,0.0665,0.0084,42474.0,5508.0,0.4652,0.4832,,0.3,0.0,0.5086206897,37400,30700,40500,0.7143,,,True
1345,9231.0,Washington County Community College,Calais,ME,04619,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,1.0,0.8289,0.0088,0.0263,0.0132,13156.0,6291.0,,,,,,0.3969465649,31600,22800,36200,,,,True
1346,2057.0,Allegany College of Maryland,Cumberland,MD,21502-2596,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.7937,0.1249,0.0206,0.0063,16209.0,5515.0,,,,,,0.6172069825,33200,31400,37200,0.5658,"Private, nonprofit",41.0,True
1347,2058.0,Anne Arundel Community College,Arnold,MD,21012-1895,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,4.0,0.5311,0.1875,0.096,0.0472,19226.0,7469.0,,,,,,0.6086339108,42200,39800,47200,0.6446,"Private, nonprofit",3.0,True
1348,8263.0,Award Beauty School,Hagerstown,MD,21740-5610,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3431,0.5686,0.0784,0.0,,,,,,,,0.6407506702,19800,PrivacySuppressed,PrivacySuppressed,0.214,,,True
1349,24947.0,Baltimore Studio of Hair Design,Baltimore,MD,21201-3444,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0455,0.9545,0.0,0.0,,,,,,,,0.9065420561,21300,PrivacySuppressed,PrivacySuppressed,0.354,,,True
1350,2061.0,Baltimore City Community College,Baltimore,MD,21215-7893,0.0,0.0,,,2,0.0,1.0,0.0,0.0,1.0,3.0,0.052,0.7807,0.0362,0.0203,11306.0,7008.0,,,,,,0.6742138365,32500,30900,36300,0.507,Public,12.0,True
1351,2102.0,University of Baltimore,Baltimore,MD,21201-5720,0.0,0.0,0.7993,1018.0,4,0.0,1.0,0.0,0.0,7.0,12.0,0.2839,0.4779,0.0797,0.049,24521.0,11251.0,0.3363,0.5682,0.259,0.3529,0.3636,0.6104815864,63400,59100,70800,0.8108,Public,18.0,True
1352,2062.0,Bowie State University,Bowie,MD,20715-9465,0.0,0.0,0.8121,936.0,4,1.0,0.0,0.0,0.0,11.0,13.0,0.0216,0.8248,0.0429,0.0157,22891.0,8851.0,0.431,0.5,0.4429,0.4286,0.3333,0.6363636364,48700,46400,52700,0.7477,"Private, nonprofit",4.0,True
1353,1436.0,Capitol Technology University,Laurel,MD,20708,0.0,0.0,0.8436,,4,0.0,0.0,0.0,0.0,7.0,7.0,0.3788,0.234,0.1086,0.0585,40538.0,7102.0,0.4808,0.5,0.5238,0.2857,,0.1528384279,68100,PrivacySuppressed,PrivacySuppressed,0.7253,"Private, nonprofit",28.0,True
1354,8308.0,Cecil College,North East,MD,21901-1900,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.7548,0.0858,0.0563,0.0154,12353.0,6627.0,,,,,,0.6271186441,36700,32500,47300,0.6061,,,True
1355,2064.0,College of Southern Maryland,La Plata,MD,20646-0910,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.4985,0.2802,0.077,0.0392,12100.0,8186.0,,,,,,0.637669593,40600,38400,47000,0.6084,Public,8.0,True
1356,4650.0,Chesapeake College,Wye Mills,MD,21679-0008,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.6837,0.1373,0.0738,0.0143,9691.0,6443.0,,,,,,0.6782178218,31200,30400,33500,0.5491,,,True
1357,2067.0,Washington Adventist University,Takoma Park,MD,20912,0.0,0.0,0.9395,,4,0.0,0.0,0.0,0.0,11.0,8.0,0.0484,0.5235,0.2148,0.0313,33721.0,5812.0,0.4211,0.4286,0.4833,0.2857,0.5,0.7209302326,46300,47500,43800,0.7852,"Private, nonprofit",1.0,True
1358,2068.0,Coppin State University,Baltimore,MD,21216-3698,0.0,0.0,0.402,902.0,4,1.0,0.0,0.0,0.0,7.0,10.0,0.0178,0.8191,0.035,0.0034,17787.0,8241.0,0.3034,0.3333,0.3255,0.4167,,0.7749453751,41800,40800,44500,0.6788,"Private, nonprofit",4.0,True
1359,7447.0,Delmarva Beauty Academy,Salisbury,MD,21804-6952,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3158,0.6316,0.0263,0.0,,,,,,,,PrivacySuppressed,22600,PrivacySuppressed,PrivacySuppressed,0.2836,,,True
1360,25454.0,North American Trade Schools,Baltimore,MD,21244,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3317,0.6491,0.0048,0.0112,,,,,,,,0.075862069,37700,PrivacySuppressed,PrivacySuppressed,0.5827,,,True
1361,2071.0,Frederick Community College,Frederick,MD,21702-2964,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.5659,0.1537,0.161,0.0416,9455.0,7457.0,,,,,,0.5904925544,42100,38700,47900,0.6298,"Private, nonprofit",15.0,True
1362,2072.0,Frostburg State University,Frostburg,MD,21532-1099,0.0,0.0,0.7361,1024.0,4,0.0,0.0,0.0,0.0,11.0,13.0,0.5377,0.3156,0.0547,0.0157,24650.0,7415.0,0.5277,0.5258,0.5629,0.5455,0.4783,0.5270209915,47200,42600,51200,0.7697,"Private, nonprofit",2.0,True
1363,10014.0,Garrett College,McHenry,MD,21541,0.0,0.0,,,2,0.0,0.0,0.0,0.0,3.0,2.0,0.7038,0.218,0.0237,0.0047,12943.0,6458.0,,,,,,0.506122449,31600,29900,33500,0.5455,,,True
1364,2073.0,Goucher College,Baltimore,MD,21204-2794,0.0,0.0,0.7941,,4,0.0,0.0,0.0,0.0,12.0,11.0,0.4783,0.208,0.1284,0.0416,62979.0,7333.0,0.6608,0.6897,0.5283,0.6154,0.6923,0.6826923077,55100,51200,62400,0.7365,"Private, nonprofit",2.0,True
1365,2074.0,Hagerstown Community College,Hagerstown,MD,21742-6514,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.6852,0.1252,0.0846,0.0203,12303.0,6202.0,,,,,,0.6083538084,37000,34000,42500,0.5972,"Private, for-profit",11.0,True
1366,2075.0,Harford Community College,Bel Air,MD,21015-1698,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.6648,0.1666,0.0668,0.0384,11720.0,6515.0,,,,,,0.6050204918,36500,34100,42000,0.659,"Private, for-profit",1.0,True
1367,2076.0,Hood College,Frederick,MD,21701,0.0,0.0,0.7133,,4,0.0,0.0,0.0,0.0,11.0,11.0,0.5709,0.1937,0.1172,0.0306,56168.0,7821.0,0.6076,0.6629,0.3878,0.5926,0.6,0.6358974359,49400,45800,60000,0.7979,"Private, nonprofit",1.0,True
1368,8175.0,Howard Community College,Columbia,MD,21044-3197,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,4.0,0.2945,0.3027,0.1192,0.1272,15531.0,7726.0,,,,,,0.6217008798,44000,41200,48400,0.6756,,,True
1369,22697.0,Aveda Institute-Maryland,Bel Air,MD,21014-3639,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4815,0.363,0.0667,0.037,,,,,,,,PrivacySuppressed,27000,PrivacySuppressed,PrivacySuppressed,0.3778,,,True
1370,2077.0,Johns Hopkins University,Baltimore,MD,21218-2688,0.0,0.0,0.1106,1532.0,4,0.0,0.0,0.0,0.0,14.0,16.0,0.258,0.0798,0.1655,0.2717,74001.0,15417.0,0.944,0.9475,0.9077,0.9282,0.9647,0.517218543,89300,83500,97100,0.8995,"Private, nonprofit",1.0,True
1371,7303.0,Lincoln College of Technology-Columbia,Columbia,MD,21046,0.0,0.0,,,2,0.0,0.0,0.0,0.0,3.0,1.0,0.2149,0.4437,0.1989,0.0414,,4724.0,,,,,,0.0767468499,42100,31800,42700,,,,True
1372,2078.0,Loyola University Maryland,Baltimore,MD,21210-2699,0.0,0.0,0.8024,,4,0.0,0.0,0.0,0.0,12.0,14.0,0.7301,0.0698,0.1193,0.032,67196.0,8473.0,0.8113,0.8146,0.8085,0.8229,0.8684,0.602739726,78300,68900,93600,0.911,"Private, nonprofit",22.0,True
1373,11644.0,University of Maryland Global Campus,Adelphi,MD,20783-8010,0.0,0.0,,,4,0.0,0.0,0.0,0.0,5.0,15.0,0.3729,0.2621,0.1537,0.0501,19764.0,7340.0,0.1806,0.3023,0.0704,0.16,0.1,0.5443589096,55900,49100,71900,0.7692,,,True
1374,2104.0,University of Maryland Baltimore,Baltimore,MD,21201-1627,0.0,0.0,,,4,0.0,0.0,0.0,0.0,7.0,13.0,0.3882,0.2399,0.1112,0.168,,11624.0,,,,,,0.8587962963,114200,97200,164500,0.919,Foreign,5.0,True
1375,2105.0,University of Maryland-Baltimore County,Baltimore,MD,21250,0.0,0.0,0.6948,1255.0,4,0.0,0.0,0.0,0.0,15.0,16.0,0.373,0.2013,0.0886,0.2242,25997.0,10585.0,0.7028,0.7129,0.7222,0.6064,0.7114,0.4939527213,59600,53600,65200,0.8298,Foreign,18.0,True
1376,2103.0,University of Maryland-College Park,College Park,MD,20742,0.0,0.0,0.5096,1391.0,4,0.0,0.0,0.0,0.0,15.0,16.0,0.469,0.1177,0.0988,0.1918,27343.0,13763.0,0.8702,0.8816,0.8349,0.8139,0.8855,0.508934661,70800,63300,78400,0.8728,"Private, for-profit",2.0,True
1377,2080.0,Maryland Institute College of Art,Baltimore,MD,21217-4134,0.0,0.0,0.8983,,4,0.0,0.0,0.0,0.0,14.0,11.0,0.3007,0.101,0.1063,0.1161,66413.0,8915.0,0.7339,0.7027,0.88,0.6538,0.8276,0.7222222222,41200,39800,43100,0.6939,"Private, nonprofit",10.0,True
1378,2106.0,University of Maryland Eastern Shore,Princess Anne,MD,21853-1299,0.0,0.0,0.6203,927.0,4,1.0,0.0,0.0,0.0,11.0,14.0,0.1063,0.5235,0.0539,0.0124,24348.0,8706.0,0.4061,0.6333,0.4007,0.3333,0.6667,0.5885969816,40400,38400,43000,0.6683,Foreign,1.0,True
1379,10319.0,Fortis Institute-Towson,Towson,MD,21204-9840,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0878,0.7814,0.0412,0.0108,,,,,,,,0.7274590164,28300,27400,34500,0.5483,,,True
1380,23438.0,Montgomery Beauty School,Silver Spring,MD,20901,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.3158,0.6842,0.0,,,,,,,,0.6666666667,21000,PrivacySuppressed,PrivacySuppressed,0.3899,,,True
1381,6911.0,Montgomery College,Rockville,MD,20850,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,5.0,0.22,0.2576,0.2711,0.1211,13943.0,9271.0,,,,,,0.5606943905,46000,43600,49100,0.7125,,,True
1382,2083.0,Morgan State University,Baltimore,MD,21251-0001,0.0,0.0,0.7359,988.0,4,1.0,0.0,0.0,0.0,11.0,13.0,0.0164,0.8258,0.0442,0.0057,23254.0,9665.0,0.4631,0.6364,0.4592,0.4865,0.5,0.5864635011,42600,41400,44000,0.7043,"Private, nonprofit",3.0,True
1383,2086.0,Mount St. Mary's University,Emmitsburg,MD,21727-7799,0.0,0.0,0.8045,1082.0,4,0.0,0.0,0.0,0.0,12.0,11.0,0.5411,0.1981,0.1419,0.0294,57867.0,7835.0,0.6314,0.6657,0.597,0.5472,0.6,0.5489949749,56600,51800,64900,0.8486,Public,1.0,True
1384,2087.0,Ner Israel Rabbinical College,Baltimore,MD,21208,1.0,0.0,0.8052,,4,0.0,0.0,0.0,0.0,13.0,8.0,0.9246,0.0,0.0,0.0,23250.0,6782.0,0.5,0.5385,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6129,Foreign,1.0,False
1385,23330.0,Hair Academy,New Carrollton,MD,20784,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0025,0.9822,0.0152,0.0,,,,,,,,0.5044247788,21900,PrivacySuppressed,PrivacySuppressed,0.3003,,,True
1386,2065.0,Notre Dame of Maryland University,Baltimore,MD,21210-2476,0.0,1.0,0.6229,,4,0.0,0.0,0.0,0.0,7.0,10.0,0.4048,0.213,0.1305,0.0519,52667.0,6923.0,0.486,0.5476,0.4118,0.2727,0.5556,0.938215103,56400,PrivacySuppressed,PrivacySuppressed,0.7789,Foreign,1.0,False
1387,2089.0,Prince George's Community College,Largo,MD,20774-2199,0.0,0.0,,,2,0.0,1.0,0.0,0.0,1.0,4.0,0.0359,0.6705,0.1553,0.0394,16400.0,7868.0,,,,,,0.6277672902,43700,42900,45200,0.6692,"Private, for-profit",149.0,True
1388,24950.0,Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,MD,21093,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.2903,0.4516,0.0645,0.0,,,,,,,,PrivacySuppressed,33900,PrivacySuppressed,PrivacySuppressed,0.4416,,,True
1389,23310.0,Maryland Beauty Academy of Essex,Baltimore,MD,21224,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4773,0.3864,0.0682,0.0,,,,,,,,PrivacySuppressed,22600,PrivacySuppressed,PrivacySuppressed,0.3284,,,True
1390,2091.0,Salisbury University,Salisbury,MD,21801-6862,0.0,0.0,0.7762,,4,0.0,0.0,0.0,0.0,13.0,13.0,0.7072,0.1366,0.0517,0.0396,25057.0,8485.0,0.686,0.7141,0.6154,0.551,0.5405,0.5956829897,54200,50300,59300,0.8195,Foreign,14.0,True
1391,2095.0,St. Mary's College of Maryland,St. Mary's City,MD,20686,0.0,0.0,0.7903,1190.0,4,0.0,0.0,0.0,0.0,15.0,11.0,0.7001,0.1043,0.0763,0.0334,30610.0,7922.0,0.7169,0.749,0.5143,0.7368,0.7895,0.5970961887,55200,52200,59400,0.808,Foreign,2.0,True
1392,2092.0,St. John's College,Annapolis,MD,21401,0.0,0.0,0.6139,,4,0.0,0.0,0.0,0.0,14.0,8.0,0.6266,0.0313,0.0522,0.0522,50001.0,5854.0,0.6552,0.6813,1.0,0.4286,0.6,0.4099378882,42000,37400,46100,0.6967,"Private, nonprofit",8.0,True
1393,2099.0,Towson University,Towson,MD,21252-0001,0.0,0.0,0.788,1122.0,4,0.0,0.0,0.0,0.0,13.0,16.0,0.4947,0.2631,0.0913,0.0666,25697.0,7864.0,0.731,0.7421,0.7439,0.6304,0.7279,0.6269697392,55100,51400,61700,0.8379,"Private, for-profit",4.0,True
1394,25784.0,Maryland University of Integrative Health,Laurel,MD,20723,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,5789.0,,,,,,,,,,,,,True
1395,2101.0,United States Naval Academy,Annapolis,MD,21402-1300,0.0,0.0,0.0908,1367.0,3,0.0,0.0,0.0,0.0,14.0,14.0,0.613,0.0651,0.1182,0.0758,,12560.0,0.8961,0.8973,0.8919,0.8865,0.9114,,,,,,"Private, nonprofit",1.0,True
1396,2107.0,Stevenson University,Stevenson,MD,21153-0641,0.0,0.0,0.8918,,4,0.0,0.0,0.0,0.0,13.0,14.0,0.5286,0.263,0.0854,0.0406,53066.0,7735.0,0.6183,0.64,0.5641,0.5918,0.7391,0.6609058403,54600,51500,62200,0.8296,"Private, nonprofit",1.0,True
1397,2108.0,Washington College,Chestertown,MD,21620-1438,0.0,0.0,0.8028,,3,0.0,0.0,0.0,0.0,14.0,11.0,0.6679,0.1125,0.0738,0.0351,65405.0,7910.0,0.715,0.75,0.6667,0.5625,0.75,0.6089285714,56500,51400,65900,0.859,"Private, nonprofit",1.0,True
1398,2109.0,McDaniel College,Westminster,MD,21157,0.0,0.0,0.8113,,4,0.0,0.0,0.0,0.0,13.0,11.0,0.5527,0.2511,0.0904,0.0244,58638.0,6900.0,0.625,0.6563,0.5,0.5455,0.7368,0.5169014085,54000,47900,61500,0.8324,Foreign,2.0,True
1399,20739.0,Wor-Wic Community College,Salisbury,MD,21804-7131,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.5763,0.2675,0.0605,0.0215,13613.0,6177.0,,,,,,0.6315104167,31400,29900,35100,0.5209,,,True
1400,41432.0,Hult International Business School,Cambridge,MA,02141,0.0,0.0,0.4515,,4,0.0,0.0,0.0,0.0,15.0,10.0,0.0176,0.0288,0.0561,0.0144,62875.0,10114.0,,,,,,PrivacySuppressed,,,,,,,True
1401,2114.0,American International College,Springfield,MA,01109,0.0,0.0,0.6938,1015.0,4,0.0,0.0,0.0,0.0,11.0,11.0,0.3395,0.2376,0.2325,0.0162,51505.0,7477.0,0.4375,0.5085,0.375,0.25,0.3333,0.5941520468,50000,51200,48300,0.7778,"Private, nonprofit",4.0,True
1402,2115.0,Amherst College,Amherst,MA,01002-5000,0.0,0.0,0.1183,1497.0,3,0.0,0.0,0.0,0.0,14.0,11.0,0.404,0.1043,0.1398,0.1547,76750.0,12844.0,0.9467,0.9487,0.8983,0.9516,0.9692,0.5439093484,83300,70900,95000,0.8404,Foreign,1.0,True
1403,2117.0,Anna Maria College,Paxton,MA,01612-1198,0.0,0.0,0.8607,,4,0.0,0.0,0.0,0.0,9.0,10.0,0.5657,0.1385,0.0897,0.0107,52919.0,6419.0,0.497,0.5351,0.4286,0.3889,0.4,0.6302652106,48100,39500,59200,0.7576,"Private, for-profit",5.0,True
1404,21699.0,Assabet Valley Regional Technical School,Marlborough,MA,01752,0.0,0.0,0.6667,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3261,0.587,0.087,0.0,,,,,,,,PrivacySuppressed,41500,PrivacySuppressed,PrivacySuppressed,,,,True
1405,2118.0,Assumption University,Worcester,MA,01609-1296,0.0,0.0,0.8092,,4,0.0,0.0,0.0,0.0,12.0,11.0,0.7493,0.0538,0.0907,0.0294,57238.0,8433.0,0.732,0.7517,0.7353,0.6316,0.5,0.597,61300,57100,67100,0.8919,"Private, for-profit",15.0,True
1406,2121.0,Babson College,Wellesley,MA,02457-0310,0.0,0.0,0.2697,1361.0,4,0.0,0.0,0.0,0.0,14.0,11.0,0.352,0.0427,0.1355,0.1175,72378.0,17640.0,0.9465,0.9495,0.9643,0.9231,0.9394,0.4822134387,113300,95200,125700,0.8559,Public,1.0,True
1407,23374.0,Bancroft School of Massage Therapy,Worcester,MA,01604,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8125,0.0625,0.0417,0.0625,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
1408,32483.0,Boston Baptist College,Boston,MA,02136-4030,0.0,0.0,0.7778,1050.0,3,0.0,0.0,0.0,0.0,11.0,8.0,0.8936,0.0426,0.0638,0.0,26691.0,4109.0,0.5,0.8,,0.0,0.0,0.4285714286,37500,PrivacySuppressed,PrivacySuppressed,,,,True
1409,2122.0,Bay Path University,Longmeadow,MA,01106,0.0,1.0,0.7831,1074.0,4,0.0,0.0,0.0,0.0,9.0,9.0,0.5222,0.1445,0.2333,0.0219,48102.0,7230.0,0.5969,0.6782,0.375,0.4118,0.6667,PrivacySuppressed,44800,PrivacySuppressed,PrivacySuppressed,0.7945,"Private, nonprofit",1.0,False
1410,3965.0,Bay State College,Boston,MA,02116,0.0,0.0,0.3414,,3,0.0,0.0,0.0,0.0,9.0,6.0,0.4955,0.2343,0.0925,0.0478,38507.0,8572.0,0.1835,0.2857,0.1111,0.0909,0.125,0.7106918239,34000,32400,38300,0.7018,,,True
1411,2123.0,Becker College,Worcester,MA,01609-2165,0.0,0.0,0.8296,1086.0,4,0.0,0.0,0.0,0.0,13.0,11.0,0.5986,0.095,0.1273,0.0304,55633.0,7073.0,0.5012,0.5152,0.2857,0.475,0.5,0.5887850467,49400,48000,54500,0.7405,Foreign,6.0,True
1412,2124.0,Bentley University,Waltham,MA,02452-4705,0.0,0.0,0.5782,1281.0,4,0.0,0.0,0.0,0.0,14.0,14.0,0.577,0.0399,0.087,0.0914,71094.0,14793.0,0.8957,0.9152,0.7419,0.8442,0.9048,0.3995137763,95400,83800,103800,0.9402,"Private, nonprofit",1.0,True
1413,2126.0,Berklee College of Music,Boston,MA,02215,0.0,0.0,0.516,,4,0.0,0.0,0.0,0.0,9.0,12.0,0.4303,0.0741,0.1265,0.0521,66342.0,10117.0,0.6513,0.6281,0.5873,0.4946,0.7143,0.3608673206,38300,35900,39200,0.5489,"Private, nonprofit",6.0,True
1414,2167.0,Berkshire Community College,Pittsfield,MA,01201-5786,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.64,0.0988,0.1074,0.0155,14877.0,7297.0,,,,,,0.5871040724,34900,34000,36500,0.6154,"Private, for-profit",10.0,True
1415,8178.0,Empire Beauty School-Boston,Boston,MA,02111,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.2323,0.3939,0.1717,0.0,,,,,,,,0.9402444545,19900,PrivacySuppressed,PrivacySuppressed,0.323,,,True
